ref_prod;desc_prod;ncm;sap;ipi;tipo; valor_custo ;carga_trabalho;cumprimento;valor_venda
A1346;A1346 32X275X145/25X210X115 MASTERLINK ASSY;73159000;1256926;1.0975;PC; 1558.94 ;1;1;2703
A1346;A1346 36X285X155/28X190X110 MASTERLINK ASSY;73159000;1256929;1.0975;PC; 2192.57 ;1;1;3802
A1346;A1346 40X270X140/32X275X145 MASTERLINK ASSY;73159000;1256930;1.0975;PC; 2765.85 ;1;1;4796
A1346;A1346 45X340X180/36X285X155 MASTERLINK ASSY;73159000;1256953;1.0975;PC; 3821.91 ;1;1;6627
A1346;A1346 51X390X215/40X270X140 MASTERLINK ASSY;73159000;1256958;1.0975;PC; 5380.84 ;1;1;9331
A1346;A1346 55X406X203/51X390X215 MASTERLINK ASSY;73159000;1256973;1.0975;PC; 6477.13 ;1;1;11232
A341;A341 PEAR LINK 1-1/8 (28MM);73269090;1013622;1.05;PC; 1152.19 ;1;1;1911
A341;A341 PEAR LINK 1-3/8 (35MM);73269090;1013640;1.05;PC; 1579.3 ;1;1;2620
A341;PEAR LINK A341 2.00 WELDLESS;73269090;1013690;1.05;PC; 242.63 ;1;1;403
A341    ;1/2   ALLOY P S LNK;73159000;1013575;1.0975;PC; 300.44 ;1;1;521
A341    ;5/8   ALLOY P S LNK;73159000;1013584;1.0975;PC;350;1;1;607
A341    ;3/4   ALLOY P S LNK;73159000;1013595;1.0975;PC; 378.54 ;1;1;656
A341    ;7/8   ALLOY P S LNK;73159000;1013604;1.0975;PC; 543.37 ;1;1;942
A341    ;1IN   ALLOY P S LNK;73159000;1013613;1.0975;PC; 706.86 ;1;1;1226
A341    ;1-1/4 ALLOY P S LNK;73159000;1013631;1.0975;PC; 1254.54 ;1;1;2175
A342;A342 MASTER LINK 5/8 (16MM);73269090;1014280;1.05;PC; 437.05 ;1;1;725
A342;A342 MASTER LINK 3/4 (19MM) W;73269090;1014285;1.05;PC; 481.22 ;1;1;798
A342;A342 MASTER LINK 2-3/4 (70MM);73269090;1014440;1.0975;PC; 34488.46 ;1;1;59805
A342;A342 MASTER LINK 3-1/4 (83MM);73269090;1014501;1.05;PC; 30431.08 ;1;1;50485
A342;A342 MASTER LINK 3-1/2 (89MM);73269090;1014529;1.05;PC; 40078.27 ;1;1;66490
A342    ;"1/2 AL MSTR LNK ""W""";73159000;1014266;1.0975;PC; 366.6 ;1;1;636
A342    ;2-1/4 MASTER LINK  ;73159000;1014422;1.0975;PC; 15870.1 ;1;1;27520
A342    ;2-1/2 MASTER LINK  ;73159000;1014468;1.0975;PC; 18717.12 ;1;1;32456
A342    ;3 MASTER LINK      ;73159000;1014486;1.0975;PC; 28777.87 ;1;1;49902
A342    ;3-3/4 MASTER LINK  ;73159000;1015051;1.0975;PC; 69898.59 ;1;1;121208
A342    ;"4""  MASTER LINK    ";73159000;1015060;1.0975;PC; 80059.41 ;1;1;138827
A342    ;4-1/2 MASTER LINK  ;73159000;1015079;1.0975;PC; 171971.39 ;1;1;298207
A342    ;"7/8 AL MSTR LNK ""W""";73159000;3522213;1.0975;PC; 590.47 ;1;1;1024
A342    ;"1.00 MSTR LNK ""W""  ";73159000;3522214;1.0975;PC; 829.01 ;1;1;1438
A342    ;A342OC MASTER LINK 1-1/4 W;73159000;3522215;1.0975;PC; 1773.84 ;1;1;3076
A342    ;A342OC MASTER LINK 1-1/2 W;73159000;3522216;1.0975;PC; 2926.83 ;1;1;5075
A342    ;1-3/4 AL MASTER LNK;73159000;3522217;1.0975;PC; 3622.69 ;1;1;6282
A342    ;2.00 AL MASTER LINK;73159000;3522218;1.0975;PC; 5293.28 ;1;1;9179
A344;A344 13X120X60 WELDED MASTERLINK;73159000;1256988;1.0975;PC; 136.78 ;1;1;237
A344;A344 17X160X90 WELDED MASTERLINK;73159000;1257002;1.0975;PC; 170.98 ;1;1;296
A344;A344 19X160X90 WELDED MASTERLINK;73159000;1257072;1.0975;PC; 196.12 ;1;1;340
A344;A344 22X180X100 WELDED MASTERLINK;73159000;1257212;1.0975;PC; 252.45 ;1;1;438
A344;A344 22X275X145 WELDED MASTERLINK;73159000;1257268;1.0975;PC; 343.97 ;1;1;596
A344;A344 25X210X115 WELDED MASTERLINK;73159000;1257282;1.0975;PC; 319.83 ;1;1;555
A344;A344 25X275X145 WELDED MASTERLINK;73159000;1257332;1.0975;PC; 386.21 ;1;1;670
A344;A344 28X275X145 WELDED MASTERLINK;73159000;1257382;1.0975;PC; 607.48 ;1;1;1053
A344;A344 32X275X145 WELDED MASTERLINK;73159000;1257422;1.0975;PC; 724.15 ;1;1;1256
A344;A344 36X285X155 WELDED MASTERLINK;73159000;1257492;1.0975;PC; 878.03 ;1;1;1523
A344;A344 40X270X140 WELDED MASTERLINK;73159000;1257502;1.0975;PC; 1106.34 ;1;1;1918
A344;A344 45X340X180 WELDED MASTERLINK;73159000;1257562;1.0975;PC; 1533.79 ;1;1;2660
A344;A344  51X390X215 WELDED MASTERLINK;73159000;1257632;1.0975;PC; 2262.97 ;1;1;3924
A344;A344 55X406X203 WELDED MASTERLINK;73159000;1257573;1.0975;PC; 4581.26 ;1;1;7944
A344;A344 70X450X250 WELDED MASTERLINK;73159000;1257591;1.0975;PC; 11465.72 ;1;1;19882
A344;A344 80X450X260 WELDED MASTERLINK;73159000;1257600;1.0975;PC; 13326.39 ;1;1;23109
A347;A347 13X120X60/13X120X60 MASTERLINK ASSY;73159000;1257755;1.0975;PC; 382.19 ;1;1;663
A347;A347 17X160X90/13X120X60 MASTERLINK ASSY;73159000;1257762;1.0975;PC; 462.65 ;1;1;802
A347;A347 19X160X90/13X120X60 MASTERLINK ASSY;73159000;1257832;1.0975;PC; 492.82 ;1;1;855
A347;A347 22X180X100/19X160X90 MASTERLINK ASSY;73159000;1258049;1.0975;PC; 548.14 ;1;1;951
A347;A347 22X180X100/17X160X90 MASTERLINK ASSY;73159000;1258058;1.0975;PC; 568.26 ;1;1;985
A347;A347 22X275X145/17X160X90 MASTERLINK ASSY;73159000;1258067;1.0975;PC; 653.75 ;1;1;1134
A347;A347 25X210X115/19X160X90 MASTERLINK ASSY;73159000;1258076;1.0975;PC; 663.8 ;1;1;1151
A347;A347 25X275X145/19X160X90 MASTERLINK ASSY;73159000;1258102;1.0975;PC; 910.22 ;1;1;1578
A347;A347 28X275X145/22X180X100 MASTERLINK ASSY;73159000;1258142;1.0975;PC; 1156.63 ;1;1;2006
A347;A347 32X275X145/25X210X115 MASTERLINK ASSY;73159000;1258182;1.0975;PC; 1558.94 ;1;1;2703
A347;A347 36X285X155/28X190X110 MASTERLINK ASSY;73159000;1258185;1.0975;PC; 2192.57 ;1;1;3802
A347;A347 40X270X140/32X275X145 MASTERLINK ASSY;73159000;1258187;1.0975;PC; 2765.85 ;1;1;4796
A347;A347 45X340X180/36X285X155 MASTERLINK ASSY;73159000;1258402;1.0975;PC; 3821.91 ;1;1;6627
A347;A347 51X390X215/40X270X140 MASTERLINK ASSY;73159000;1258471;1.0975;PC; 5380.84 ;1;1;9331
A347;A347 55X406X203/51X390X215 MASTERLINK ASSY;73159000;1258491;1.0975;PC; 6477.13 ;1;1;11232
G334;G344 MISSING PEAR LINK 3/8;73269090;1013432;1.05;PC; 191.07 ;1;1;317
G334;G344 MISSING PEAR LINK 3/4;73269090;1013496;1.05;PC; 538.28 ;1;1;893
G334    ;1/2 P S MISSNG LINK;73159000;1013450;1.0975;PC; 202.32 ;1;1;351
G334    ;5/8 P S MISSNG LINK;73159000;1013478;1.0975;PC; 251.01 ;1;1;435
G334    ;7/8 P S MISSNG LINK;73159000;1013511;1.0975;PC; 507.14 ;1;1;879
G335;G335 MISSING LINK 1/4(7MM);73269090;1013110;1.05;PC; 67.05 ;1;1;111
G335;G335 MISSING LINK 3/8(10MM);73269090;1013156;1.05;PC; 93.08 ;1;1;154
G335;G335 MISSING LINK 1/2(13MM);73269090;1013192;1.05;PC; 217.15 ;1;1;360
G335;G335 MISSING LINK 7/8(22MM);73269090;1013272;1.05;PC; 387.55 ;1;1;643
G335    ;5/16 MISSING LINK  ;73159000;1013138;1.0975;PC; 77.77 ;1;1;135
G335    ;7/16 MISSING LINK  ;73159000;1013174;1.0975;PC; 148.26 ;1;1;257
G335    ;5/8 MISSING LINK   ;73159000;1013236;1.0975;PC; 150.47 ;1;1;261
G335    ;3/4 MISSING LINK   ;73159000;1013254;1.0975;PC; 248.79 ;1;1;431
G335    ;1 MISSING LINK     ;73159000;1013290;1.0975;PC; 427.01 ;1;1;740
G340;G340 END LINK 5/16 (8MM);73269090;1014057;1.05;PC; 119.55 ;1;1;198
G340;G340 END LINK 3/8 (10MM);73269090;1014075;1.05;PC; 131.24 ;1;1;218
G340;G340 END LINK 5/8 (16MM);73269090;1014119;1.05;PC; 202.04 ;1;1;335
G340    ;1/2 END LINK       ;73159000;1014093;1.0975;PC; 86.08 ;1;1;149
G340    ;3/4 END LINK       ;73159000;1014137;1.0975;PC; 182.97 ;1;1;317
G340    ;7/8 END LINK       ;73159000;1014155;1.0975;PC; 437.64 ;1;1;759
G340    ;1 END LINK         ;73159000;1014173;1.0975;PC; 665.88 ;1;1;1155
G340    ;1-1/4 END LINK     ;73159000;1014191;1.0975;PC; 1735.39 ;1;1;3009
G340    ;1-3/8 END LINK     ;73159000;1014217;1.0975;PC; 4002.3 ;1;1;6940
G341    ;3/8 SLING LINK     ;73159000;1013897;1.0975;PC; 82.45 ;1;1;143
G341    ;1/2 SLING LINK     ;73159000;1013913;1.0975;PC; 164.31 ;1;1;285
G341    ;5/8 SLING LINK     ;73159000;1013931;1.0975;PC; 165.62 ;1;1;287
G341    ;3/4 SLING LINK     ;73159000;1013959;1.0975;PC; 251.93 ;1;1;437
G341    ;7/8 SLING LINK     ;73159000;1013977;1.0975;PC; 353.46 ;1;1;613
G341    ;1 SLING LINK       ;73159000;1013995;1.0975;PC; 509.74 ;1;1;884
G341    ;1-1/4 SLING LINK   ;73159000;1014011;1.0975;PC; 1013.19 ;1;1;1757
G341    ;1-3/8 SLING LINK   ;73159000;1014039;1.0975;PC; 1842.86 ;1;1;3196
S237    ; 2.5T HP SLING CONN;73159000;1020695;1.0975;PC; 822.73 ;1;1;1427
S237    ; 5.0T HP SLING CONN;73159000;1020704;1.0975;PC; 1238.61 ;1;1;2148
S237    ; 7.5T HP SLING CONN;73159000;1020713;1.0975;PC; 1459.1 ;1;1;2530
S237    ;12.5T HP SLING CONN;73159000;1020722;1.0975;PC; 2623.43 ;1;1;4549
S237    ;15.0T HP SLING CONN;73159000;1020731;1.0975;PC; 3915.96 ;1;1;6790
S237    ;20.0T HP SLING CONN;73159000;1020740;1.0975;PC; 6482.35 ;1;1;11241
S237    ;30.0T HP SLING CONN;73159000;1020759;1.0975;PC; 12245.77 ;1;1;21235
S238    ; 2.5T HP CONNECTOR ;73159000;1020415;1.0975;PC; 1319.79 ;1;1;2289
S238    ; 5.0T HP CONNECTOR ;73159000;1020423;1.0975;PC; 1973.35 ;1;1;3422
S238    ; 7.5T HP CONNECTOR ;73159000;1020432;1.0975;PC; 3318.61 ;1;1;5755
S238    ;12.5T HP CONNECTOR ;73159000;1020441;1.0975;PC; 4922.6 ;1;1;8536
S238    ;15.0T HP CONNECTOR ;73159000;1020450;1.0975;PC; 5442.52 ;1;1;9438
S238    ;20.0T HP CONNECTOR ;73159000;1020469;1.0975;PC; 11084.15 ;1;1;19220
S238    ;30.0T HP CONNECTOR ;73159000;1020478;1.0975;PC; 18654.61 ;1;1;32348
S247;S247 DOUBLE CLEVIS LINK 1/4 G4;73269090;1013021;1.05;PC; 551.68 ;1;1;915
S247;S247 DOUBLE CLEVIS LINK 5/16-3/8 G4;73269090;1013049;1.05;PC; 630.53 ;1;1;1046
S247;S247 DOUBLE CLEVIS LINK 1/2 G4;73269090;1013085;1.05;PC; 981.68 ;1;1;1629
S247    ;7/16 DBL CLEV LINK ;73159000;1013067;1.05;PC; 709.53 ;1;1;1177
S249;S249 TWIN CLEVIS LINK 1/4-5/16 G4;73269090;1012861;1.05;PC; 259.39 ;1;1;430
S249    ;3/8 TWIN CLEV LINK ;73159000;1012889;1.0975;PC; 181.55 ;1;1;315
S249    ;7/16-1/2 TW CLV LNK;73159000;1012905;1.0975;PC; 234.75 ;1;1;407
S287;S287 4.50T SYNTHETIC CHOKER HOOK;73269090;1021918;1.05;PC; 1573.79 ;1;1;2611
S287    ;3.25T WEB CHKR HOOK;73159000;1021909;1.0975;PC; 711.13 ;1;1;1233
S340;S340 END LINK 1/2 (13MM);73269090;1014100;1.05;PC; 60.66 ;1;1;101
S340    ;5/16 END LINK      ;73159000;1014066;1.0975;PC; 110.45 ;1;1;192
S340    ;3/8 END LINK       ;73159000;1014084;1.0975;PC; 120.67 ;1;1;209
S340    ;5/8 END LINK       ;73159000;1014128;1.0975;PC; 201.78 ;1;1;350
S340    ;3/4 END LINK       ;73159000;1014146;1.0975;PC; 261.84 ;1;1;454
S340    ;7/8 END LINK       ;73159000;1014164;1.0975;PC; 409.58 ;1;1;710
S340    ;1 END LINK         ;73159000;1014182;1.0975;PC; 613.06 ;1;1;1063
S340    ;1-1/4 END LNK      ;73159000;1014208;1.0975;PC; 1634.97 ;1;1;2835
S340    ;1-3/8 END LNK      ;73159000;1014226;1.0975;PC; 3716.84 ;1;1;6445
S341;S341 PEAR LINK 3/8 (10MM);73269090;1013904;1.05;PC; 80.95 ;1;1;134
S341;S341 PEAR LINK 12 (13MM);73269090;1013922;1.05;PC; 84.48 ;1;1;140
S341    ;5/8 SLING LINK     ;73159000;1013940;1.0975;PC; 151.23 ;1;1;262
S341    ;3/4 SLING LINK     ;73159000;1013968;1.0975;PC; 227.44 ;1;1;394
S341    ;7/8 SLING LINK     ;73159000;1013986;1.0975;PC; 316.84 ;1;1;549
S341    ;1 SLING LINK       ;73159000;1014002;1.0975;PC; 464.27 ;1;1;805
S341    ;1-1/4 SLING LINK   ;73159000;1014020;1.0975;PC; 900.12 ;1;1;1561
S341    ;1-3/8 SLING LINK   ;73159000;1014048;1.0975;PC; 1733.24 ;1;1;3006
S643;S643 WELDLESS RING 1X4.0;73269090;1013824;1.05;PC; 820.75 ;1;1;1362
S643    ;7/8X4 WELDLESS RING;73159000;1013780;1.0975;PC; 406.28 ;1;1;705
S643    ;7/8X5-1/2 WLDL RING;73159000;1013806;1.0975;PC; 499.7 ;1;1;867
S643    ;1-1/8X6 WELDLS RING;73159000;1013842;1.0975;PC; 802.99 ;1;1;1392
S643    ;1-1/4X5 WELDLS RING;73159000;1013860;1.0975;PC; 879.32 ;1;1;1525
S643    ;1-3/8X6 WELDLS RING;73159000;1013888;1.0975;PC; 1414.39 ;1;1;2453
L140;L140 R-7 RATCHET LOAD BINDER 5/16 - 3/8;73269090;1048404;1.05;PC; 2452.71 ;1;1;4069
L140;L140 R-A RATCHET LOAD BINDER 3/8 - 1/2;73269090;1048422;1.05;PC; 2846.96 ;1;1;4723
L140;L140 R-10 RATCHET LOAD BINDER NO HOOKS;73269090;1048468;1.05;PC; 1997.44 ;1;1;3314
L140    ; R-C RATCHET BINDER;73269090;1048440;1.05;PC; 3432.16 ;1;1;5694
L150    ;  7-12 SNUB BINDER ;73269090;1048280;1.05;PC; 5165.48 ;1;1;8570
L150    ;A-1W LOAD BINDER   ;73269090;1048388;1.05;PC; 8425.38 ;1;1;13978
L180    ;459 5/16-3/8 TCHN  ;73158200;1091473;1.0975;PC; 836.95 ;1;1;1451
L180    ;460 5/8 TAILCHAIN  ;73158200;1091482;1.0975;PC; 1462.42 ;1;1;2536
L180    ;"466 7/8 24"" TLCHN  ";73158200;1091511;1.0975;PC; 3590.89 ;1;1;6227
L180    ;457 1,1-1/8 TLCHN  ;73158200;1091516;1.0975;PC; 4024.8 ;1;1;6979
L180    ;467 1,1-1/8 TLCHN  ;73158200;1091525;1.0975;PC; 4216.26 ;1;1;7311
L180    ;"467 1-1/4""  24""    ";73158200;1091532;1.0975;PC; 7746.64 ;1;1;13433
V400    ;VITALIFE 400 12OZ. ;84313900;1038946;1;PC; 149.81 ;1;1;237
V400    ;VITALIFE 400 5 GAL.;84313900;1038955;1;PC; 2392.99 ;1;1;3781
V400    ;VITALIFE 400 55 GAL;84313900;1038964;1;PC; 23258.46 ;1;1;36748
V410 BIO;VITALIFE 410 12OZ. ;84313900;1039004;1;PC; 170.13 ;1;1;269
V410 BIO;VITALIFE 410 5GAL  ;84313900;1039013;1;PC; 3290.74 ;1;1;5199
V410 BIO;VITALIFE 410 55GAL ;84313900;1039022;1;PC; 32640.92 ;1;1;51573
V500    ;VITALIFE 500 5 GAL.;84313900;1038973;1;PC; 3499.23 ;1;1;5529
V500    ;VITALIFE 500 55 GAL;84313900;1038982;1;PC; 34060.09 ;1;1;53815
VSP     ;SPRAYER 4.0 GALLON ;84313900;1039092;1;PC; 2234.2 ;1;1;3530
 CCPH     ;CCPH PH-2 CLAMP-CO PIPE HOOK;73269090;2734500;1.05;PC; 1829.56 ;1;1;3035
 CCPH     ;CCPH PH-4 CLAMP-CO PIPE HOOK;73269090;2734509;1.05;PC; 2315.18 ;1;1;3841
 CCPH     ;CCPH PH-6 CLAMP-CO PIPE HOOK;73269090;2734518;1.05;PC; 2899.28 ;1;1;4810
 CCPH     ;CCPH PH-10 CLAMP-CO PIPE HOOK;73269090;2734527;1.05;PC; 4217.88 ;1;1;6997
 CCPHI    ;CCPHI 2T 76-305MM INSERT F/CLAMPCO CCPH;73182900;2734800;1;PC; 760.87 ;1;1;1202
 CCPHI    ;CCPHI 4T 457-762MM INSERT FOR CCPH;73182900;2734818;1;PC; 873.82 ;1;1;1381
 CCPHI    ;CCPHI 6T 762-1067MM INSERT FOR CCPH;73182900;2734827;1;PC; 1246.76 ;1;1;1970
 IP10     ;IP10 1T 0-20MM VERTICAL LIFTING CLAMP;84313900;2701662;1;PC; 2584.75 ;1;1;4084
 IP10     ;IP10 3T 0-40MM VERTICAL LIFTING CLAMP;84313900;2701664;1;PC; 5668.04 ;1;1;8956
 IP10     ;IP10 4,5t 0-40MM VERTICAL LIFTING CLAMP;84313900;2701666;1;PC; 5845.85 ;1;1;9236
 IP10     ;IP10 6T 0-50MM VERTICAL LIFTING CLAMP;84313900;2701668;1;PC; 8088.67 ;1;1;12780
 IP10     ;IP10 9T 0-50MM VERTICAL LIFTING CLAMP;84313900;2701670;1;PC; 11641.31 ;1;1;18393
 IP10     ;IP10 0,5T 0-16MM VERTICAL LIFTING CLAMP;84313900;2701674;1;PC; 2449.84 ;1;1;3871
 IP10     ;IP10 2T 0-35MM VERTICAL LIFTING CLAMP;84313900;2701676;1;PC; 3768.18 ;1;1;5954
 IP10     ;IP10 12T 0-54MM VERTICAL LIFTING CLAMP;84313900;2701678;1;PC; 36363.64 ;1;1;57455
 IP10     ;IP10 16T 5-64MM VERTICAL LIFTING CLAMP;84313900;2701682;1;PC; 52328.16 ;1;1;82678
 IP10     ;IP10 22,5T 5-80MM VERTICAL LIFTING CLAMP;84313900;2701686;1;PC; 60889.75 ;1;1;96206
 IP10     ;IP10 30T 5-80MM VERTICAL LIFTING CLAMP;84313900;2701690;1;PC; 77750.69 ;1;1;122846
 IP10H ;IP10/H 0,75T 0-20MM VERTICAL LIFT CLAMP;84313900;2702162;1;PC; 6454.36 ;1;1;10198
 IP10H    ;IP10/H 2T 0-40MM VERTICAL LIFTING CLAMP;84313900;2702164;1;PC; 7469.69 ;1;1;11802
 IP10H    ;IP10/H 3T 0-40MM VERTICAL LIFTING CLAMP;84313900;2702166;1;PC; 8300.6 ;1;1;13115
 IP10H    ;IP10/H 4,5t 0-50MM VERTICAL HARDOX;84313900;2702168;1;PC; 11142.24 ;1;1;17605
 IP10H    ;IP10/H 6T 0-50MM VERTICAL LIFTING CLAMP;84313900;2702170;1;PC; 17504.99 ;1;1;27658
 IP10H    ;IP10/H 0,5T 0-16MM;84313900;2702174;1;PC; 3297.29 ;1;1;5210
 IP10H    ;IP10/H 1T 0-35MM VERTICAL LIFTING CLAMP;84313900;2702176;1;PC; 5049.83 ;1;1;7979
 IP10J  ;IP10/J 12T 54-108MM VERTICAL CLAMP;84313900;2701680;1;PC; 38961.92 ;1;1;61560
 IP10J   ;IP10/J 0,5T 15-30MM VERTICAL LIFT CLAMP;84313900;2701646;1;PC; 5986.7 ;1;1;9459
 IP10J    ;IP10/J 9T 50-100MM VERTICAL CLAMP;84313900;2701672;1;PC; 13950.03 ;1;1;22041
 IP10J    ;IP10/J 16T 64-128MM VERTICAL CLAMP;84313900;2701684;1;PC; 57649.67 ;1;1;91086
 IP10J    ;IP10/J 22,5T 80-155MM VERTICAL CLAMP;84313900;2701688;1;PC; 75388.03 ;1;1;119113
 IP10J    ;IP10/J 30T 80-155MM VERTICAL CLAMP;84313900;2701692;1;PC; 93126.39 ;1;1;147140
 IP10J    ;IP10/J 6T 50-100MM VERTICAL CLAMP;84313900;2701705;1;PC; 12829.4 ;1;1;20270
 IP10S    ;IP10/S 1T 0-20MM VERTICAL LIFTING CLAMP;84313900;2702262;1;PC; 3395.5 ;1;1;5365
 IP10S    ;IP10/S 3T 0-40MM VERTICAL LIFTING CLAMP;84313900;2702264;1;PC; 8011.65 ;1;1;12658
 IP10S    ;IP10/S 4,5T 0-40MM VERTICAL STAINLESS;84313900;2702266;1;PC; 8780.49 ;1;1;13873
 IP10S    ;IP10/S 6T 0-50MM VERTICAL LIFTING CLAMP;84313900;2702268;1;PC; 11543.35 ;1;1;18238
 IP10S    ;IP10/S 9T 0-50MM VERTICAL LIFTING CLAMP;84313900;2702270;1;PC; 15521.06 ;1;1;24523
 IP10S    ;IP10/S 0,5T 0-16MM;84313900;2702274;1;PC; 3218.72 ;1;1;5086
 IP10S    ;IP10/S 2T 0-35MM VERTICAL LIFTING CLAMP;84313900;2702276;1;PC; 5563.11 ;1;1;8790
 IP5000   ;"IP5000 FR-1 8MM 5/16"" STINGER ASSEMBLY";84313900;2701695;1;PC; 1442.66 ;1;1;2279
 IP5000   ;"IP5000 FR-2 13MM 1/2"" STINGER ASSEMBLY";84313900;2701704;1;PC; 2511.09 ;1;1;3968
 IP5000   ;"IP5000 FR-3 22MM 7/8"" STINGER ASSEMBLY";84313900;2701713;1;PC; 4332.89 ;1;1;6846
 IPBC     ;IPBC 1T 0-20MM HORIZONTAL LIFTING CLAMP;84313900;2700410;1;PC; 4418.7 ;1;1;6982
 IPBC     ;IPBC 2T 0-25MM HORIZONTAL LIFTING CLAMP;84313900;2700411;1;PC; 5161.48 ;1;1;8155
 IPBC     ;IPBC 3T 0-25MM HORIZONTAL LIFTING CLAMP;84313900;2700412;1;PC; 6344.66 ;1;1;10025
 IPBCNS ;IPBCNS 13,5T 178-432MM;84313900;2702018;1;PC; 29902.23 ;1;1;47246
 IPBCNS ;IPBCNS 22,5T 406-610MM;84313900;2702036;1;PC; 50643.48 ;1;1;80017
 IPBCNS ;IPBCNS 32T 406-914MM;84313900;2702054;1;PC; 65445.51 ;1;1;103404
 IPBG ;IPBG 4T 152-305MM;84313900;2704018;1;PC; 46216.59 ;1;1;73022
 IPBHZ ;IPBHZ 4,5T 0-40MM BEAM CLAMP;84313900;2705464;1;PC; 14669.48 ;1;1;23178
 IPBHZ    ;IPBHZ 0,75T 0-25MM BEAM CLAMP;84313900;2705461;1;PC; 5931.92 ;1;1;9372
 IPBHZ    ;IPBHZ 1,5T 0-25MM BEAM CLAMP;84313900;2705462;1;PC; 6883.27 ;1;1;10876
 IPBHZ    ;IPBHZ 3T 0-40MM BEAM CLAMP;84313900;2705463;1;PC; 9613.52 ;1;1;15189
 IPBHZ    ;IPBHZ 12T 0-40MM BEAM CLAMP;84313900;2705467;1;PC; 53447.72 ;1;1;84447
 IPBK10   ;IPBK10 1T 5-15MM LIFTING CLAMP;84313900;2703837;1;PC; 5827.5 ;1;1;9207
 IPBK10   ;IPBK10 2T 5-25MM LIFTING CLAMP;84313900;2703838;1;PC; 7041.44 ;1;1;11125
 IPBK10   ;IPBK10 4T 5-28MM LIFTING CLAMP;84313900;2703839;1;PC; 12856.79 ;1;1;20314
 IPBK10   ;IPBK10 0,5T 5-15MM LIFTING CLAMP;84313900;2703931;1;PC; 6075.39 ;1;1;9599
 IPBSNZ   ;IPBSNZ 1,5T 0-32MM BEAM CLAMP;84313900;2705925;1;PC; 21174.71 ;1;1;33456
 IPBSNZ   ;IPBSNZ 4,5T 0-50MM BEAM CLAMP;84313900;2705927;1;PC; 41685.14 ;1;1;65863
 IPBTO10  ;IPBTO10 1,5T 160-240MM;84313900;2700980;1;PC; 2925.9 ;1;1;4623
 IPBTO10  ;IPBTO10 3T 240-320MM SHIPBUILDING CLAMP;84313900;2700986;1;PC; 3114.31 ;1;1;4921
 IPBTO10  ;IPBTO10 6T 300-430MM SHIPBUILDING CLAMP;84313900;2700991;1;PC; 7647.5 ;1;1;12083
 IPBUUZ   ;IPBUUZ 0,75T 120-200MM SHIPBUILDING;84313900;2705601;1;PC; 13310.89 ;1;1;21031
 IPBUZ    ;IPBUZ 0,75t 120-200MM SHIPBUILDING CLAMP;84313900;2705600;1;PC; 12578.44 ;1;1;19874
 IPBUZ    ;IPBUZ 1,5T 220-430MM SHIPBUILDING CLAMP;84313900;2705701;1;PC; 21002.06 ;1;1;33183
 IPBUZ    ;IPBUZ 3,75T 220-430MM SHIPBUILDING CLAMP;84313900;2705702;1;PC; 40513.52 ;1;1;64011
 IPCC     ;IPCC 1T 40-140MM VERTICAL LIFTING CLAMP;84313900;2700037;1;PC; 4434.59 ;1;1;7007
 IPDV     ;IPDV 0,5T DRUM CLAMP;84313900;2700118;1;PC; 4834.28 ;1;1;7638
 IPH10    ;IPH10 0,5T 0-20MM;84313900;2703297;1;PC; 3070.63 ;1;1;4852
 IPH10    ;IPH10 1T 0-35MM HORIZONTAL LIFTING CLAMP;84313900;2703298;1;PC; 3496.55 ;1;1;5525
 IPH10    ;IPH10 2T 0-60MM HORIZONTAL LIFTING CLAMP;84313900;2703522;1;PC; 4535.26 ;1;1;7166
 IPH10    ;IPH10 3T 0-60MM HORIZONTAL LIFTING CLAMP;84313900;2703523;1;PC; 5003.83 ;1;1;7906
 IPH10    ;IPH10 4,5T 0-60MM;84313900;2703524;1;PC; 6379.55 ;1;1;10080
 IPH10    ;IPH10 6T 0-60MM HORIZONTAL LIFTING CLAMP;84313900;2703525;1;PC; 6629.99 ;1;1;10475
 IPH10    ;IPH10 9T 0-60MM HORIZONTAL LIFTING CLAMP;84313900;2703526;1;PC; 11055.15 ;1;1;17467
 IPH10    ;IPH10 12T 0-60MM HORIZONTAL CLAMP;84313900;2703527;1;PC; 14634.15 ;1;1;23122
 IPH10/E  ;IPH10E 2T 0-60MM;84313900;2703542;1;PC; 3518.26 ;1;1;5559
 IPH10/E  ;IPH10E 3T 0-60MM HORIZONTAL CLAMP;84313900;2703543;1;PC; 3868.46 ;1;1;6112
 IPH10/E  ;IPH10E 4,5T 0-60MM;84313900;2703544;1;PC; 4911.82 ;1;1;7761
 IPH10/E  ;IPH10E 6T 0-60MM HORIZONTAL CLAMP;84313900;2703545;1;PC; 5214.72 ;1;1;8239
 IPH10/E  ;IPH10E 12T 0-60MM HORIZONTAL CLAMP;84313900;2703547;1;PC; 11072.72 ;1;1;17495
 IPH10/JE ;IPH10JE 3T 60-120MM HORIZONTAL CLAMP;84313900;2703553;1;PC; 4857.29 ;1;1;7675
 IPH10/JE ;IPH10JE 4,5T 60-120MM HORIZONTAL CLAMP;84313900;2703554;1;PC; 5410.2 ;1;1;8548
 IPH10/JE ;IPH10JE 6T 60-120MM;84313900;2703555;1;PC; 5944.84 ;1;1;9393
 IPH10/JE ;IPH10JE 9T 60-120MM HORIZONTAL CLAMP;84313900;2703556;1;PC; 8824.83 ;1;1;13943
