ref_prod;desc_prod;ncm;sap;ipi;tipo; valor_custo ;carga_trabalho;cumprimento;valor_venda
S416    ;1 OPEN SPLTR SOCKET;73269090;1039744;1.05;PC; 2695.58 ;1;1;4472
S416    ;1-1/4 1-3/8 SPL SKT;73269090;1039780;1.05;PC; 3756.07 ;1;1;6231
S416    ;1-1/2 OP SPL SOCKET;73269090;1039806;1.05;PC; 8993.91 ;1;1;14921
S416    ;1-5/8 OP SPL SOCKET;73269090;1039824;1.05;PC; 11175.75 ;1;1;18541
S416    ;1-3/4 1-7/8 SPL SKT;73269090;1039842;1.05;PC; 12711.81 ;1;1;21089
S416    ;2 2-1/8 OPN SPL SKT;73269090;1039860;1.05;PC; 15423.57 ;1;1;25588
S416    ;2-1/4 2-3/8 SPL SKT;73269090;1039888;1.05;PC; 23865.13 ;1;1;39592
S416    ;2-1/2  2-5/8SPL SKT;73269090;1041642;1.05;PC; 32108.75 ;1;1;53268
S416    ;2-3/4 2-7/8 SPL SKT;73269090;1041660;1.05;PC; 38223.16 ;1;1;63412
S416    ;3 OP SPL SOCKET    ;73269090;1041688;1.05;PC; 63669.2 ;1;1;105627
S416    ;3-1/4 3-3/8 SPL SKT;73269090;1041704;1.05;PC; 54940.3 ;1;1;91146
S416    ;3-1/2 3-5/8 SPL SKT;73269090;1041722;1.05;PC; 77299.54 ;1;1;128240
S416    ;3-3/4 4 SPL SOCKET ;73269090;1041740;1.05;PC; 107542.17 ;1;1;178412
S417;S417 CLSD SPL SOCKET 7/8(20-22MM);73269090;1040000;1.05;PC; 3707.83 ;1;1;6151
S417;S417 CLSD SPL SOCKET 1(24-26MM);73269090;1040028;1.05;PC; 2034.12 ;1;1;3375
S417    ;5/16-3/8 CL SPL SKT;73269090;1039922;1.05;PC; 639.94 ;1;1;1062
S417    ;7/16-1/2 CL SPL SKT;73269090;1039940;1.05;PC; 594.97 ;1;1;987
S417    ;9/16-5/8 CL SPL SKT;73269090;1039968;1.05;PC; 806.09 ;1;1;1337
S417    ;3/4 CLSD SPL SOCKET;73269090;1039986;1.05;PC; 909.01 ;1;1;1508
S417    ;1-1/8 CL SPL SOCKET;73269090;1040046;1.05;PC; 2318.51 ;1;1;3846
S417    ;1-1/4-1-3/8 SOCKET ;73269090;1040064;1.05;PC; 2951.43 ;1;1;4896
S417    ;1-1/2 CL SPL SOCKET;73269090;1040082;1.05;PC; 5516.39 ;1;1;9152
S417    ;1-5/8 CL SPL SOCKET;73269090;1040108;1.05;PC; 7627.99 ;1;1;12655
S417    ;1-3/4-1-7/8 SOCKET ;73269090;1040126;1.05;PC; 8695.72 ;1;1;14426
S417    ;2-2-1/8 CLD SPL SKT;73269090;1040144;1.05;PC; 9374.5 ;1;1;15552
S417    ;2-1/4-2-3/8 SOCKET ;73269090;1040162;1.05;PC; 13014.72 ;1;1;21591
S417    ;2-1/2 SPL SOCKET   ;73269090;1041768;1.05;PC; 18567.67 ;1;1;30804
S417    ;2-3/4 SPL SOCKET   ;73269090;1041786;1.05;PC; 21240.75 ;1;1;35238
S417    ;3 IN. SPL SOCKET   ;73269090;1041802;1.05;PC; 30819.78 ;1;1;51130
S417    ;3-1/4 3-3/8 SPL SKT;73269090;1041820;1.05;PC; 44411.65 ;1;1;73679
S421T;S421T WEDGE SOCKET 3/8(9-10MM);73269090;1035000;1.05;PC; 1062.94 ;1;1;1763
S421T;WDG-SOC S421T .38 TERM 2C;73269090;1035005;1.05;PC; 1574.23 ;1;1;2612
S421T;WDG-SOC S421T .50 TERM 2C;73269090;1035014;1.05;PC; 1829.21 ;1;1;3035
S421T   ;1/2 CMPLT WEDGE SKT;73269090;1035009;1.05;PC; 1218.21 ;1;1;2021
S421T   ;5/8 CMPLT WEDGE SKT;73269090;1035018;1.05;PC; 1864.11 ;1;1;3093
S421T   ;5/8 WDGE SKT API 2C;73269090;1035023;1.05;PC; 2206.62 ;1;1;3661
S421T   ;3/4 CMPLT WEDGE SKT;73269090;1035027;1.05;PC; 2221.5 ;1;1;3685
S421T   ;3/4 WDGE SKT API 2C;73269090;1035032;1.05;PC; 2875.44 ;1;1;4770
S421T   ;7/8 CMPLT WEDGE SKT;73269090;1035036;1.05;PC; 2987.58 ;1;1;4956
S421T   ;7/8 WDGE SKT API 2C;73269090;1035041;1.05;PC; 3515.3 ;1;1;5832
S421T   ;1 CMPLT WEDGE SKT  ;73269090;1035045;1.05;PC; 3952.77 ;1;1;6558
S421T   ;1 WEDGE SKT API  2C;73269090;1035050;1.05;PC; 5138.16 ;1;1;8524
S421T   ;1-1/8 CMP WEDGE SKT;73269090;1035054;1.05;PC; 5923.77 ;1;1;9828
S421T   ;1-1/8 WEDGE SKT API;73269090;1035059;1.05;PC; 6690.05 ;1;1;11099
S421T   ;1-1/4 CMP WEDGE SKT;73269090;1035063;1.05;PC; 7943.21 ;1;1;13178
S421T   ;1-1/4 WEDGE SKT API;73269090;1035068;1.05;PC; 10600.31 ;1;1;17586
S421TB;S421TB WEDGE SOCKET 3/8(9-10MM);73269090;1035203;1.05;PC; 2414.17 ;1;1;4005
S421TB;S421TB WEDGE SOCKET 1/2(11-13MM);73269090;1035212;1.05;PC; 2805.68 ;1;1;4655
S421TB;S421TB WEDGE SOCKET 5/8(14-16MM);73269090;1035221;1.05;PC; 3197.64 ;1;1;5305
S421TB;S421TB WEDGE SOCKET 3/4(18-19MM);73269090;1035230;1.05;PC; 3789.44 ;1;1;6287
S421TB;S421TB WEDGE SOCKET 7/8(20-22MM);73269090;1035249;1.05;PC; 4696.21 ;1;1;7791
S421TB;S421TB WEDGE SOCKET 1(24-26MM);73269090;1035258;1.05;PC; 5210.15 ;1;1;8644
S421TB;S421TB WEDGE SOCKET 1-1/8(28MM);73269090;1035267;1.05;PC; 6810.62 ;1;1;11299
S421TB;S421TB WEDGE SOCKET 1-1/4(30-32MM);73269090;1035276;1.05;PC; 10393.38 ;1;1;17243
S421TW  ;3/8 WEDGE ONLY     ;73269090;1035555;1.05;PC; 149.19 ;1;1;248
S421TW  ;1/2 WEDGE ONLY     ;73269090;1035564;1.05;PC; 188.63 ;1;1;313
S421TW  ;5/8 WEDGE ONLY     ;73269090;1035573;1.05;PC; 432.48 ;1;1;717
S421TW  ;3/4 WEDGE ONLY     ;73269090;1035582;1.05;PC; 303.48 ;1;1;503
S421TW  ;7/8 WEDGE ONLY     ;73269090;1035591;1.05;PC; 439.11 ;1;1;728
S421TW  ;1 WEDGE ONLY       ;73269090;1035600;1.05;PC; 441.03 ;1;1;732
S421TW  ;1-1/8 WEDGE ONLY   ;73269090;1035609;1.05;PC; 733.94 ;1;1;1218
S421TW  ;1-1/4 WEDGE ONLY   ;73269090;1035618;1.05;PC; 1190.85 ;1;1;1976
S423T;S423T WEDGE SOCKET 5/8(14-16MM);73269090;1035123;1.05;PC; 9749.75 ;1;1;16175
S423T;S423T WEDGE SOCKET 3/4(18-19MM);73269090;1035132;1.05;PC; 8138.47 ;1;1;13502
S423T;S423T WEDGE SOCKET 7/8(20-22MM);73269090;1035141;1.05;PC; 8999.58 ;1;1;14930
S423T;WDG-SKT S423T .88 TERM 2C 20-22MM;73269090;1035146;1.05;PC; 9741.37 ;1;1;16161
S423T   ;3/4 19MM API WG SKT;73269090;1035137;1.05;PC; 8877.6 ;1;1;14728
S423T   ;"1.0"" 26MM WEDGE SKT";73269090;1035150;1.05;PC; 8534.59 ;1;1;14159
S423T   ;1.0 26MM API WG SKT;73269090;1035155;1.05;PC; 10079.18 ;1;1;16721
S423T   ;"1.12"" 28MM WDGE SKT";73269090;1035169;1.05;PC; 11231.05 ;1;1;18632
S423T   ;1.12 28MM API WG SK;73269090;1035174;1.05;PC; 13124.61 ;1;1;21774
S423T   ;"1.25"" 32MM WDGE SKT";73269090;1035178;1.05;PC; 13435.25 ;1;1;22289
S423T   ;1.25 32MM API WG SK;73269090;1035183;1.05;PC; 15600.56 ;1;1;25881
S423TB;S423TB WEDGE SOCKET 5/8(14-16MM);73269090;1035218;1.05;PC; 9668.58 ;1;1;16040
S423TB;WDG-SKT S423T .62 TERM 2C 14-16MM;73269090;1035223;1.05;PC; 9462.79 ;1;1;15699
S423TB;S423TB WEDGE SOCKET 3/4(18-19MM);73269090;1035227;1.05;PC; 11757.18 ;1;1;19505
S423TB;S423TB WEDGE SOCKET 1-1/4(30-32MM);73269090;1035272;1.05;PC;20.845;1;1;34582
S423TB  ;"7/8""WDGE SKT W/BOLT";73269090;1035236;1.05;PC; 10675.73 ;1;1;17711
S423TB  ;7/8 22MM API WG SKT;73269090;1035241;1.05;PC; 10884.95 ;1;1;18058
S423TB  ;"1"" WDGE SKT W/BOLT ";73269090;1035245;1.05;PC; 11175.75 ;1;1;18541
S423TB  ;1.0 26MM API WG SKT;73269090;1035250;1.05;PC; 11661.5 ;1;1;19346
S423TB  ;"1-1/8"" WDGE SKTW/BL";73269090;1035254;1.05;PC; 14204.89 ;1;1;23566
S423TB  ;1-1/8 28MM API WG S;73269090;1035259;1.05;PC; 14815.31 ;1;1;24579
S423TB  ;1-1/4 32MM API WG S;73269090;1035277;1.05;PC; 17668.23 ;1;1;29312
S423TW;S423TW WEDGE KIT 5/8(14-16MM);73269090;1034018;1.05;PC; 8348.01 ;1;1;13849
S423TW;S423TW WEDGE KIT 7/8(20-22MM);73269090;1034036;1.05;PC; 6918.26 ;1;1;11477
S423TW;S423TW WEDGE KIT 1-1/8(28MM);73269090;1034054;1.05;PC; 7016.64 ;1;1;11641
S423TW  ;"3/4"" WEDGE KIT     ";73269090;1034027;1.05;PC; 6644.06 ;1;1;11022
S423TW  ;"1"" WEDGE KIT       ";73269090;1034045;1.05;PC; 5934.21 ;1;1;9845
S423TW  ;"1-1/4"" WEDGE KIT   ";73269090;1034063;1.05;PC; 8493.09 ;1;1;14090
S501;1 OPEN SWA SOCKET  ;73269090;1039209;1.05;PC; 2433.5 ;1;1;4037
S501;1-1/4 OP SWA SOCKET;73269090;1039245;1.05;PC; 4797.16 ;1;1;7958
S501;1-1/2 OP SWA SOCKET;73269090;1039281;1.05;PC; 9500.7 ;1;1;15762
S501;1-3/4 OP SWA SOCKET;73269090;1039307;1.05;PC; 16244.86 ;1;1;26950
S501    ;1/4 OPEN SWA SOCKET;73269090;1039021;1.05;PC; 539.54 ;1;1;895
S501    ;5/16 OPN SWA SOCKET;73269090;1039049;1.05;PC; 546.95 ;1;1;907
S501    ;3/8 OPEN SWA SOCKET;73269090;1039067;1.05;PC; 542.81 ;1;1;901
S501    ;7/16 OPN SWA SOCKET;73269090;1039085;1.05;PC; 638.81 ;1;1;1060
S501    ;1/2 OPEN SWA SOCKET;73269090;1039101;1.05;PC; 634.09 ;1;1;1052
S501    ;9/16 OPN SWA SOCKET;73269090;1039129;1.05;PC; 933.14 ;1;1;1548
S501    ;5/8 OPEN SWA SOCKET;73269090;1039147;1.05;PC; 926.32 ;1;1;1537
S501    ;3/4 OPEN SWA SOCKET;73269090;1039165;1.05;PC; 1217.08 ;1;1;2019
S501    ;7/8 OPEN SWA SOCKET;73269090;1039183;1.05;PC; 1316.48 ;1;1;2184
S501    ;1-1/8 OP SWA SOCKET;73269090;1039227;1.05;PC; 2589.77 ;1;1;4296
S501    ;1-3/8 OP SWA SOCKET;73269090;1039263;1.05;PC; 6560.61 ;1;1;10884
S501    ;2 OP SWA SOCKET    ;73269090;1042767;1.05;PC; 19105.26 ;1;1;31696
S502;S502 CLOSED SWAGE SOCKET 1/4(6MM);73269090;1039325;1.05;PC; 447.17 ;1;1;742
S502;S502 CLOSED SWAGE SOCKET 1-1/4(32MM);73269090;1039548;1.05;PC; 2789.76 ;1;1;4628
S502;S502 CLOSED SWAGE SOCKET 1-3/8(34-36MM);73269090;1039566;1.05;PC; 4166.44 ;1;1;6912
S502;S502 CLOSED SWAGE SOCKET 1-1/2(38-40MM);73269090;1039584;1.05;PC; 4559.99 ;1;1;7565
S502;S502 CLOSED SWAGE SOCKET 1-3/4(44MM);73269090;1039600;1.05;PC; 19039.65 ;1;1;31587
S502;S502 CLOSED SWAGE SOCKET 2(48-52MM);73269090;1042589;1.05;PC; 26059.42 ;1;1;43233
S502    ;5/16 CLD SWA SOCKET;73269090;1039343;1.05;PC; 419.68 ;1;1;696
S502    ;3/8 CLSD SWA SOCKET;73269090;1039361;1.05;PC; 437.17 ;1;1;725
S502    ;7/16 CLD SWA SOCKET;73269090;1039389;1.05;PC; 513.77 ;1;1;852
S502    ;1/2 CLSD SWA SOCKET;73269090;1039405;1.05;PC; 466.26 ;1;1;774
S502    ;9/16 CLD SWA SOCKET;73269090;1039423;1.05;PC; 609.65 ;1;1;1011
S502    ;5/8 CLSD SWA SOCKET;73269090;1039441;1.05;PC; 605.41 ;1;1;1004
S502    ;3/4 CLSD SWA SOCKET;73269090;1039469;1.05;PC; 804.24 ;1;1;1334
S502    ;7/8 CLSD SWA SOCKET;73269090;1039487;1.05;PC; 872.56 ;1;1;1448
S502    ;1 CLOSED SWA SOCKET;73269090;1039502;1.05;PC; 1314.2 ;1;1;2180
S502    ;1-1/8 CL SWA SOCKET;73269090;1039520;1.05;PC; 1635.06 ;1;1;2713
SB427;SB427 BUTTON SOCKET 1/2 - 5/8(13-16MM);73269090;1052005;1.05;PC; 5735.99 ;1;1;9516
SB427;SB427 BUTTON SOCKET 7/8 - 1(22-26MM);73269090;1052032;1.05;PC; 6372.34 ;1;1;10572
SB427;SB427 BTTN SOCKET 1-3/8 - 1-1/2(35-38MM);73269090;1052050;1.05;PC; 13092.75 ;1;1;21721
SB427   ;"3/4"" BTTN SKT ASSY ";73269090;1052014;1.05;PC; 5518.81 ;1;1;9156
SB427   ;"7/8"" BTTN SKT ASSY ";73269090;1052023;1.05;PC; 5824.15 ;1;1;9662
SB427   ;"1.25"" BTTN SKT ASSY";73269090;1052041;1.05;PC; 10740.4 ;1;1;17818
SB427B;BUTTN SPELTER 1.38-1.50 CMPLT W/CAP 2C;73269090;1052354;1.05;PC; 6493.5 ;1;1;10773
SB427B  ;"5/8"" BUTTON W/EYE  ";73269090;1052309;1.05;PC; 2284.43 ;1;1;3790
SB427B  ;"3/4"" BUTTON W/EYE  ";73269090;1052318;1.05;PC; 2397.52 ;1;1;3977
SB427B  ;"7/8"" BUTTON W/EYE  ";73269090;1052327;1.05;PC; 2454.06 ;1;1;4071
SB427B  ;1IN BUTTON W/EYE   ;73269090;1052336;1.05;PC; 2590.24 ;1;1;4297
SB427B  ;1.25IN BUTTON W/EYE;73269090;1052345;1.05;PC; 2946.43 ;1;1;4888
SB427TB ;"5/8"" BTTN SKT ASSY ";73269090;1052406;1.05;PC; 5767.61 ;1;1;9568
SB427TB ;"3/4"" BTTN SHT ASSY ";73269090;1052415;1.05;PC; 6106.88 ;1;1;10131
SB427TB ;"7/8"" BTTN SKT ASSY ";73269090;1052424;1.05;PC; 6962.13 ;1;1;11550
SB427TB ;"1"" BTTN SKT ASSY   ";73269090;1052433;1.05;PC; 7309.21 ;1;1;12126
SB427TB ;"1.25"" BTTN SKT ASSY";73269090;1052442;1.05;PC; 9060.42 ;1;1;15031
SB427TB ;"1.50"" BTTN SKT ASSY";73269090;1052451;1.05;PC; 13656.96 ;1;1;22657
US422   ;US7 7/8 WDG&SKT    ;73269090;1038580;1.05;PC; 3720.84 ;1;1;6173
US422   ;"US7 1""  WDG&SKT    ";73269090;1038589;1.05;PC; 4517.86 ;1;1;7495
US422T;US422T WEDGE SOCKET 3/8(10MM) US4T;73269090;1044300;1.05;PC; 2335.31 ;1;1;3874
US422T;US422T WEDGE SOCKET 7/16(11MM) US4T;73269090;1044309;1.05;PC; 2374.74 ;1;1;3940
US422T;US422T WEDGE SOCKET 1/2(13MM) US4T;73269090;1044318;1.05;PC; 2167.9 ;1;1;3597
US422T;US422T WEDGE SOCKET 5/8(16MM) US8AT;73269090;1044372;1.05;PC; 5324.51 ;1;1;8833
US422T;US422T WEDGE SOCKET 1-1/8(28MM) US10T;73269090;1044426;1.05;PC; 10780.96 ;1;1;17886
US422T;US422T WEDGE SOCKET 1-1/4(32MM) US10T;73269090;1044435;1.05;PC; 10887.11 ;1;1;18062
US422T  ;US5T 1/2 WDG&SKT   ;73269090;1044327;1.05;PC; 1936.67 ;1;1;3213
US422T  ;US5T 9/16 WDG&SKT  ;73269090;1044336;1.05;PC; 1936.67 ;1;1;3213
US422T  ;US5T 5/8 WDG&SKT   ;73269090;1044345;1.05;PC; 1855.98 ;1;1;3079
US422T  ;US6T 5/8 WDG&SKT   ;73269090;1044354;1.05;PC; 1940.38 ;1;1;3219
US422T  ;US6T 3/4 WDG&SKT   ;73269090;1044363;1.05;PC; 1940.38 ;1;1;3219
US422T  ;US8AT 3/4 WDG&SKT  ;73269090;1044381;1.05;PC; 3607.58 ;1;1;5985
US422T  ;US8T 7/8 WDG&SKT NS;73269090;1044404;1.05;PC; 5768.8 ;1;1;9570
US422T  ;US8T 1IN WDG&SKT   ;73269090;1044417;1.05;PC; 5019.29 ;1;1;8327
US422T  ;US11T 1-1/8 WDG&SKT;73269090;1044444;1.05;PC; 6573.27 ;1;1;10905
US422T  ;US11T 1-1/4 WDG&SKT;73269090;1044453;1.05;PC; 6638.63 ;1;1;11013
UWO422  ;7/8 WDGE ONLY F/US7;73269090;1046674;1.05;PC; 586.77 ;1;1;973
UWO422  ;1   WDGE ONLY F/US7;73269090;1046683;1.05;PC; 630.64 ;1;1;1046
UWO422T;WDG US422TW .44 US4 TERM WDG BLACK;73269090;1047301;1.05;PC; 502.24 ;1;1;833
UWO422T ;3/8 WDGE ONLY F/US4;73269090;1047310;1.05;PC; 330.55 ;1;1;548
UWO422T ;1/2 WDGE ONLY F/US4;73269090;1047329;1.05;PC; 293.38 ;1;1;487
UWO422T ;1/2 WDGE ONLY F/US5;73269090;1047338;1.05;PC; 330.83 ;1;1;549
UWO422T ;9/16WDGE ONLY F/US5;73269090;1047347;1.05;PC; 426.47 ;1;1;708
UWO422T ;5/8 WDGE ONLY F/US5;73269090;1047356;1.05;PC; 378.51 ;1;1;628
UWO422T ;5/8 WDGE ONLY F/US6;73269090;1047365;1.05;PC; 448.25 ;1;1;744
UWO422T ;3/4 WDGE ONLY F/US6;73269090;1047374;1.05;PC; 364.32 ;1;1;604
UWO422T ;5/8 WDGE ONLY  US8A;73269090;1047383;1.05;PC; 863.8 ;1;1;1433
UWO422T ;3/4 WDGE ONLY  US8A;73269090;1047392;1.05;PC; 933.06 ;1;1;1548
UWO422T ;7/8 WDGE ONLY F/US8;73269090;1047425;1.05;PC; 947.49 ;1;1;1572
UWO422T ;1IN WDGE ONLY F/US8;73269090;1047431;1.05;PC; 1048.49 ;1;1;1739
UWO422T ;1.12 WDGE ONLY US10;73269090;1047440;1.05;PC; 1611.21 ;1;1;2673
UWO422T ;1.25 WDGE ONLY US10;73269090;1047459;1.05;PC; 1717.98 ;1;1;2850
UWO422T ;1.25 WDGE ONLY US11;73269090;1047477;1.05;PC; 1933.45 ;1;1;3208
W416-7  ;WIRELOCK  100 CC   ;39073029;1039602;1.0325;PC; 610.05 ;1;1;995
W416-7  ;WIRELOCK  250 CC   ;39073029;1039604;1.0325;PC; 733.17 ;1;1;1196
W416-7  ;WIRELOCK  500 CC   ;39073029;1039606;1.0325;PC; 957.11 ;1;1;1561
W416-7  ;WIRELOCK 1000 CC   ;39073029;1039608;1.0325;PC; 1766.85 ;1;1;2882
W416-7  ;WIRELOCK 2000 CC   ;39073029;1039610;1.0325;PC; 3261.95 ;1;1;5321
W416-7B;WIRELOCK BOOSTER PACK 500CC;73269090;1039607;1.05;PC; 199.84 ;1;1;332
W416-7B;WIRELOCK BOOSTER PACK 1000CC;73269090;1039609;1.05;PC; 311.23 ;1;1;516
W416-7B ;BOOSTER PACK 100CC ;39073029;1039603;1.0325;PC; 146.4 ;1;1;239
W416-7B ;BOOSTER PACK 250CC ;39073029;1039605;1.0325;PC; 134.17 ;1;1;219
W416-7B ;BOOSTER PACK 2000CC;39073029;1039611;1.0325;PC; 366.86 ;1;1;598
SB TD;SB TD66BL 6600 WLL ;73158200;3674481;1.0975;PC; 1458.47 ;1;1;2529
SB TD;SB TD92RL 9200 WLL ;73158200;3674490;1.0975;PC; 1475.23 ;1;1;2558
SB TD;SB TD13GL 13000WLL ;73158200;3674499;1.0975;PC; 1607.31 ;1;1;2787
S409;S409 SWAGE BUTTON 1/8(3MM);73269090;1040171;1.05;PC; 62.08 ;1;1;103
S409;S409 SWAGE BUTTON 3/16(5MM);73269090;1040215;1.05;PC; 62.08 ;1;1;103
S409;S409 SWAGE BUTTON 1/4(6-7MM);73269090;1040251;1.05;PC; 68.29 ;1;1;113
S409;S409 SWAGE BUTTON 5/16(8MM);73269090;1040297;1.05;PC; 72.73 ;1;1;121
S409;S409 SWAGE BUTTON 3/8(9-10MM);73269090;1040313;1.05;PC; 80.71 ;1;1;134
S409;S409 SWAGE BUTTON 7/16(11MM);73269090;1040331;1.05;PC; 89.58 ;1;1;149
S409;S409 SWAGE BUTTON 1/2(13MM);73269090;1040359;1.05;PC; 93.09 ;1;1;154
S409;S409 SWAGE BUTTON 9/16(14MM);73269090;1040377;1.05;PC; 112.82 ;1;1;187
S409;S409 SWAGE BUTTON 5/8(16MM);73269090;1040395;1.05;PC; 127.99 ;1;1;212
S409;S409 SWAGE BUTTON 3/4(18-20MM);73269090;1040411;1.05;PC; 142.05 ;1;1;236
S409;S409 SWAGE BUTTON 7/8(22MM);73269090;1040439;1.05;PC; 203.08 ;1;1;337
S409;S409 SWAGE BUTTON 1(25-26MM);73269090;1040457;1.05;PC; 385.45 ;1;1;639
S409;S409 SWAGE BUTTON 1-1/8(28-29MM);73269090;1040475;1.05;PC; 549.32 ;1;1;911
S409;S409 SWAGE BUTTON 1-1/4(31-32MM);73269090;1040493;1.05;PC; 751.29 ;1;1;1246
S505;S505 SWAGE SLEEVE 1/4(6-7MM);73269090;1041063;1.05;PC; 2.26 ;1;1;4
S505;S505 SWAGE SLEEVE 5/16(8MM);73269090;1041090;1.05;PC; 4.22 ;1;1;7
S505;S505 SWAGE SLEEVE 3/8(9-10MM);73269090;1041107;1.05;PC; 4.01 ;1;1;7
S505;S505 SWAGE SLEEVE 7/16(11MM);73269090;1041125;1.05;PC; 10.38 ;1;1;17
S505;S505 SWAGE SLEEVE 1/2(13MM);73269090;1041143;1.05;PC; 8.29 ;1;1;14
S505;S505 SWAGE SLEEVE 9/16(14MM);73269090;1041161;1.05;PC; 18.51 ;1;1;31
S505;S505 SWAGE SLEEVE 5/8(16MM);73269090;1041189;1.05;PC; 14.48 ;1;1;24
S505;S505 SWAGE SLEEVE 3/4(18-19MM);73269090;1041205;1.05;PC; 27.4 ;1;1;45
S505;S505 SWAGE SLEEVE 7/8(22MM);73269090;1041223;1.05;PC; 40.42 ;1;1;67
S505;S505 SWAGE SLEEVE 1(25-26MM);73269090;1041241;1.05;PC; 125.01 ;1;1;207
S505;S505 SWAGE SLEEVE 1-1/8(28-29MM);73269090;1041269;1.05;PC; 159.03 ;1;1;264
S505;S505 SWAGE SLEEVE 1-1/4(31-32MM);73269090;1041287;1.05;PC; 185.54 ;1;1;308
S505;S505 SWAGE SLEEVE 1-3/8(34-35MM);73269090;1041303;1.05;PC; 181.93 ;1;1;302
S505;S505 SWAGE SLEEVE 37-1-1/2(38MM);73269090;1041321;1.05;PC; 200.88 ;1;1;333
S505;S505 SWAGE SLEEVE 1-3/4(44-45MM);73269090;1041349;1.05;PC; 495.84 ;1;1;823
S505;S505 SWAGE SLEEVE 2(50-52MM);73269090;1041367;1.05;PC; 646.52 ;1;1;1073
S505;S505 SWAGE SLEEVE 2-1/4(56-57MM);73269090;1041385;1.05;PC; 666.11 ;1;1;1105
S505;S505 SWAGE SLEEVE 2-1/2(62-64MM);73269090;1041401;1.05;PC; 1193.35 ;1;1;1980
S505;S505 SWAGE SLEEVE 2-3/4(68-70MM);73269090;1041429;1.05;PC; 1186.53 ;1;1;1968
S505;S505 SWAGE SLEEVE 3(75-76MM);73269090;1041447;1.05;PC; 1817.88 ;1;1;3016
S505;S505 SWAGE SLEEVE 3-1/2(87-89MM);73269090;1041483;1.05;PC; 2917.22 ;1;1;4840
S505;S505 SWAGE SLEEVE 1/4(6-7MM);73269090;1041492;1.05;PC; 3041.27 ;1;1;5045
S505;S505 SWAGE SLEEVE 1/4(6-7MM);73269090;1041508;1.05;PC; 3373.06 ;1;1;5596
S505P;SLV STL STD ZN .25 FNSH 1/4 Z-505;73269090;6230051;1.05;PC; 3.75 ;1;1;6
S505P;SLV STL STD ZN .31 FNSH 5/16 Z-505;73269090;6230060;1.05;PC; 6.84 ;1;1;11
S505P;SLV STL STD ZN .38 FNSH 3/8 Z-505;73269090;6230069;1.05;PC; 6.18 ;1;1;10
S505P;SLV STL STD ZN .438 FNSH 7/16 Z-505;73269090;6230078;1.05;PC; 16.54 ;1;1;27
S505P;SLV STL STD ZN .5 FNSH 1/2 Z-505;73269090;6230086;1.05;PC; 23.38 ;1;1;39
S505P;SLV STL STD ZN .563 FNSH 9/16 Z-505;73269090;6230095;1.05;PC; 28.67 ;1;1;48
S505P;SLV STL STD ZN .63 FNSH 5/8 Z-505;73269090;6230104;1.05;PC; 22.72 ;1;1;38
S505P;SLV STL STD ZN .75 FNSH 3/4 Z-505;73269090;6230115;1.05;PC; 47.86 ;1;1;79
S505P;SLV STL STD ZN .88 FNSH 7/8 Z-505;73269090;6230124;1.05;PC; 62.42 ;1;1;104
S505P;SLV STL STD ZN 1.0 FNSH 1 Z-505;73269090;6230133;1.05;PC; 191.46 ;1;1;318
S505P;SLV STL STD ZN 1.13 FNSH 1 1/8 Z-505;73269090;6230142;1.05;PC; 243.51 ;1;1;404
S505P;SLV STL STD ZN 1.25 FNSH 1 1/4 Z-505;73269090;6230151;1.05;PC; 288.29 ;1;1;478
S505P;SLV STL STD ZN 1.38 FNSH 1 3/8 Z-505;73269090;6230160;1.05;PC; 321.15 ;1;1;533
S505P;SLV STL STD ZN 1.5 FNSH 1 1/2 Z-505;73269090;6230169;1.05;PC; 323.36 ;1;1;536
S506;S506 DUPLEX SWAGE SLEEVE 5/16(8MM);73269090;1039334;1.05;PC; 58.54 ;1;1;97
S506;S506 DUPLEX SWAGE SLEEVE 3/8(9-10MM);73269090;1039352;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 7/16(11MM);73269090;1039370;1.05;PC; 150.78 ;1;1;250
S506;S506 DUPLEX SWAGE SLEEVE 1/2(13MM);73269090;1039398;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 9/16(14MM);73269090;1039414;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 5/8(16MM);73269090;1039432;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 3/4(18-20MM);73269090;1039450;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 7/8(22MM);73269090;1039478;1.05;PC; 0.51 ;1;1;1
S506;S506 DUPLEX SWAGE SLEEVE 1(25-26MM);73269090;1039496;1.05;PC; 0.51 ;1;1;1
10-S-1  ;10 T JAW&HK SWIVEL ;73269090;297618;1.05;PC; 12913.91 ;1;1;21424
10-S-2  ;10 T JAW&JAW SWIVEL;73269090;297627;1.05;PC; 12913.91 ;1;1;21424
10-S-3  ;10 T JAW&EYE SWIVEL;73269090;297636;1.05;PC; 12147.26 ;1;1;20152
10-S-4  ;10 T EYE&JAW SWIVEL;73269090;297645;1.05;PC; 12147.26 ;1;1;20152
10-S-5  ;10 T EYE&EYE SWIVEL;73269090;297654;1.05;PC; 11827.62 ;1;1;19622
